Item;SKU;Descrição;Qtd. Itens;Unid Med;Des Categoria;Peso Liquido;Peso Bruto SKU;Altura;Largura;Comprimento;Volume m3;Qtd. CX Altura;Qtd. CX Lastro;Cod. Barras;Clasificação ABC;Caixa
207600003;207600003;DISPLAY DE BALCAO PARA PILHAS     ;1;PC;PILHA;0,001;0,001;0,001;0,001;0,001;0;2;8;;;UNIDADE
41BL12000EU0;41BL12000EU0;MAQ.COST.ELGIN BELA 127-220V PORTATIL ;1;PC;COSTURA;32;2,6;0,315;0,15;0,335;0,015829;10;24;;;UNIDADE
41BL12000EU0;41BL12000EU0CX ;MAQ.COST.ELGIN BELA 127-220V PORTATIL ;4;PC;COSTURA;32;11;0,335;0,355;0,62;0,073734;2;8;;;MASTER
42A0100SQRJ0;42A0100SQRJ0-UN;CABO QD P/ RJ,COMUM E SEM VOLUME  ;1;PC;TELEFONIA;0,001;0,001;0,001;0,001;0,001;0;10;10;;;UNIDADE
42A0100SQRJ0;42A0100SQRJ0;CABO QD P/ RJ,COMUM E SEM VOLUME  ;1;PC;TELEFONIA;0,001;0,0275;0,003;0,021;0,438;0,000028;2;8;;;UNIDADE
42A0700SCQD0;42A0700SCQD0;CABO Y,CONECTOR QD,COMUM E SEM VOLUME ;1;PC;TELEFONIA;0,001;0,275;0,17;0,19;0,22;0,007106;2;8;;;UNIDADE
42C41IM22B00;42C41IM22B00-UN;CAMERA 4 EM 1,DOME,RESOLUCAO 720P,25 METROS,LENTE 2.8MM E COR BRANCA        ;1;PC;SEGURANCA;0,001;0,001;0,001;0,001;0,001;0;10;10;;;UNIDADE
42C41IM22B00;42C41IM22B00;CAMERA 4 EM 1,DOME,RESOLUCAO 720P,25 METROS,LENTE 2.8MM E COR BRANCA        ;1;PC;SEGURANCA;0,001;0,275;0,09;0,11;0,11;0,001089;2;8;;;UNIDADE
42CALESTO000;42CALESTO000;CALCULADORA CIENTIFICA C/ KIT CALCULOS;1;PC;OFFICE;0,001;0,286;0,01;0,095;0,04;0,00076;10;80;;;UNIDADE
42CALESTO000;42CALESTO000INNER        ;CALCULADORA CIENTIFICA C/ KIT CALCULOS;10;PC;OFFICE;0,001;2,86;0,11;0,24;0,42;0,011088;10;8;;;INNER
42CALESTO000;42CALESTO000CX ;CALCULADORA CIENTIFICA C/ KIT CALCULOS;50;PC;OFFICE;0,001;15,8;0,52;0,26;0,43;0,058136;2;8;;;MASTER
42CB14830000;42CB14830000;CB1483-CALC.BOLSO/4 OP./S.P.      ;1;PC;OFFICE;0,001;0,039;0,115;0,065;0,02;0,00015;10;700;7,89701E+12;;UNIDADE
42CB14830000;42CB14830000CX ;CB1483-CALC.BOLSO/4 OP./S.P.      ;100;PC;OFFICE;0,001;4,85;0;0,21;0,345;0;9;14;7,89701E+12;;MASTER
42CB14850000;42CB14850000;CB1485 CALC.BOLSO PRETA 8 DIGITOS SOLAR ;1;PC;OFFICE;0,001;0,051;0,16;0,11;0,03;0,000528;10;400;7,89701E+12;;UNIDADE
42CB14850000;42CB14850000CX ;CB1485 CALC.BOLSO PRETA 8 DIGITOS SOLAR ;200;PC;OFFICE;0,001;10,8;0,26;0,46;0,56;0,066976;5;4;7,89701E+12;;MASTER
42CB1485A000;42CB1485A000;CB1485A CALC. BOLSO AZUL 8 DIG SOLAR  ;1;PC;OFFICE;0,001;0,045;0,16;0,11;0,025;0,00044;8;400;7,90841E+12;;UNIDADE
42CB1485A000;42CB1485A000CX ;CB1485A CALC. BOLSO AZUL 8 DIG SOLAR  ;200;PC;OFFICE;0,001;10,8;0,25;0,47;0,56;0,0658;5;4;7,90841E+12;;MASTER
42CB1485R000;42CB1485R000;CB1485R CALC. BOLSO ROSA 8 DIG SOLAR  ;1;PC;OFFICE;0,001;0,45;0,016;0,011;0,011;0,000002;8;200;;;UNIDADE
42CB1485R000;42CB1485R000CX ;CB1485R CALC. BOLSO ROSA 8 DIG SOLAR  ;200;PC;OFFICE;0,001;10,8;0,248;0,465;0,56;0,064579;5;4;;;MASTER
42CB1485V000;42CB1485V000;CB1485V CALC.BOLSO VERDE8 DIG SOL ;1;PC;OFFICE;0,001;0,091;0,16;0,11;0,025;0,00044;8;200;1,79084E+13;;UNIDADE
42CB1485V000;42CB1485V000CX ;CB1485V CALC.BOLSO VERDE8 DIG SOL ;200;PC;OFFICE;0,001;10,8;0,25;0,47;0,56;0,0658;5;4;1,79084E+13;;MASTER
42CC24000000;42CC24000000;CALCULADORA CIENTIFICA COM 240 FUNCOES;1;PC;OFFICE;0,001;0,141;0,1;0,13;0,002;0,000052;10;240;;;UNIDADE
42CC24000000;42CC24000000CX80;CALCULADORA CIENTIFICA COM 240 FUNCOES;80;PC;OFFICE;0,001;0,12;0,24;0,39;0,49;0,045864;5;6;;;INNER
42CC24000000;42CC24000000CX ;CALCULADORA CIENTIFICA COM 240 FUNCOES;100;PC;OFFICE;0,001;0,001;0,274;0,41;0,634;0,071224;2;8;;;MASTER
42CC56000000;42CC56000000;CALCULADORA CIENTIFICA COM 56 FUNCOES ;1;PC;OFFICE;0,001;0,11;0,2;0,12;0,02;0,00048;8;250;7,89701E+12;;UNIDADE
42CC56000000;42CC56000000CX ;CALCULADORA CIENTIFICA COM 56 FUNCOES ;100;PC;OFFICE;0,001;12,5;0,28;0,32;0,57;0,051072;4;5;7,89701E+12;;MASTER
42CCQNB00000;42CCQNB00000;CALCULADORA COM TELA P. ANOTACAO BRANCA ;1;PC;OFFICE;0,001;0,169;0,0195;0,02;0,0114;0,000004;8;240;7,90841E+12;;UNIDADE
42CCQNB00000;42CCQNB00000CX ;CALCULADORA COM TELA P. ANOTACAO BRANCA ;80;PC;OFFICE;0,001;14,1;0,27;0,365;0,45;0,044348;4;6;7,90841E+12;;MASTER
42CCQNP00000;42CCQNP00000;CALCULADORA COM TELA PARA ANOTACAO DOS CALCULOS, COR PRETA     ;1;PC;OFFICE;0,001;0,176;0,115;0,175;0,02;0,000403;10;240;7,90841E+12;;UNIDADE
42CCQNP00000;42CCQNP00000CX ;CALCULADORA COM TELA PARA ANOTACAO DOS CALCULOS, COR PRETA     ;80;PC;OFFICE;0,001;14,1;0,265;0,365;0,45;0,043526;5;6;7,90841E+12;;MASTER
42CHDEM22B00;42CHDEM22B00CX ;CAMERA AHD,BULLET,720P, 25 METROS,LENTE 2.8MM ECOR BRANCA.     ;20;PC;SEGURANCA;0,001;5,49;0,18;0,33;0,55;0,03267;5;6;;;MASTER
42CHDEM22B00;42CHDEM22B00;CAMERA AHD,BULLET,720P, 25 METROS,LENTE 2.8MM ECOR BRANCA.     ;1;PC;SEGURANCA;0,001;0,291;0,08;0,105;0,157;0,001319;2;8;;;UNIDADE
42CHDEM22P00;42CHDEM22P00;CAMERA AHD,BULLET,720P, 25 METROS,LENTE 2.8MM ECOR PRETA.      ;1;PC;SEGURANCA;0,001;0,275;0,08;0,105;0,155;0,001302;2;8;7,89701E+12;;UNIDADE
42CHDIM22B00;42CHDIM22B00CX ;CAMERA AHD,DOME,RESOLUCAO 720P,25 METROS,LENTE2.8MM E COR BRANCA  ;20;PC;SEGURANCA;0,001;0,1;0,24;0,47;0,57;0,064296;6;5;;;MASTER
42CHDIM22B00;42CHDIM22B00;CAMERA AHD,DOME,RESOLUCAO 720P,25 METROS,LENTE2.8MM E COR BRANCA  ;1;PC;SEGURANCA;0,001;0,212;0,95;0,11;0,11;0,011495;2;8;;;UNIDADE
42CHDIM22P00;42CHDIM22P00;CAMERA AHD,DOME,RESOLUCAO 720P,25 METROS,LENTE2.8MM E COR PRETA.  ;1;PC;SEGURANCA;0,001;0,202;0,95;0,11;0,11;0,011495;2;8;;;UNIDADE
42DVR04M0000;42DVR04M0000CX ;DVR 4 CANAIS,720P E SAIDA HDMI.   ;5;PC;SEGURANCA;0,001;8,55;0,3;0,365;0,5;0,05475;4;5;;;MASTER
42DVR04M0000;42DVR04M0000;DVR 4 CANAIS,720P E SAIDA HDMI.   ;1;PC;SEGURANCA;0,001;1,5;0,27;0,34;0,1;0,00918;2;8;;;UNIDADE
42F021NSRJ00;42F021NSRJ00;FONE PRETO,MONO,FLEX,S/VOL,CONECTOR RJ;1;PC;TELEFONIA;0,055;0,17;0,055;0,155;0,155;0,001321;6;100;;;UNIDADE
42F021NSRJ00;42F021NSRJ00CX ;FONE PRETO,MONO,FLEX,S/VOL,CONECTOR RJ;40;PC;TELEFONIA;0,055;5,3;0,365;0,33;0,58;0,069861;3;5;;;MASTER
42FSE1001000;42FSE1001000;FERRO DE PASSAR SECO 127V;1;PC;ELETROPORTATIL;1;0,1;0,135;0,105;0,246;0,003487;10;30;;;UNIDADE
42FSE1001000;42FSE1001000CX ;FERRO DE PASSAR SECO 127V;10;PC;ELETROPORTATIL;1;0,1;0,29;0,26;0,55;0,04147;5;6;;;MASTER
42GSM1000000;42GSM1000000;TELEFONE FIXO GSM PARA 1 SIM CARD ;1;PC;TELEFONIA;0,661;0,675;0,14;0,065;0,21;0,02793;6;90;;;UNIDADE
42GSM1000000;42GSM1000000CX ;TELEFONE FIXO GSM PARA 1 SIM CARD ;20;PC;TELEFONIA;0,661;13,4;0,4;0,35;0,44;0,0616;3;9;;;MASTER
42HST6000000;42HST6000000;CONJ.P/TELEFONISTA C/BASE DISCAD.PRETA;1;PC;TELEFONIA;0,325;0,302;0,17;0,155;0,055;0,001449;4;240;;;UNIDADE
42HST6000000;42HST6000000CX ;CONJ.P/TELEFONISTA C/BASE DISCAD.PRETA;40;PC;TELEFONIA;0,325;14;0,355;0,321;0,546;0,062219;4;6;;;MASTER
42MA51110000;42MA51110000;MA-5111 CALC.IMPR.S/ADAPTADOR 12 DIGITOS;1;PC;OFFICE;0,415;0,37;0,2;0,105;0,05;0,00105;5;160;7,89701E+12;;UNIDADE
42MA51110000;42MA51110000CX ;MA-5111 CALC.IMPR.S/ADAPTADOR 12 DIGITOS;20;PC;OFFICE;0,415;8,4;0,23;0,29;0,44;0,029348;5;8;7,89701E+12;;MASTER
42MA51210000;42MA51210000;MA5121-CALC.IMPR.C/ADAP.12DIG.BICOLOR ;1;PC;OFFICE;0,95;0,65;0,28;0,09;0,175;0,00441;4;30;7,89701E+12;;UNIDADE
42MA51210000;42MA51210000CX ;MA5121-CALC.IMPR.C/ADAP.12DIG.BICOLOR ;10;PC;OFFICE;0,95;7,5;0,31;0,37;0,46;0,052762;4;6;7,89701E+12;;MASTER
42MB71420000;42MB71420000;MB7142-CALCULADORA COM BOBINA 14DIG.,DISPLAYFLUORESCENTE E IMP.BICOLOR DE AL;1;PC;OFFICE;0,001;1,88;0,4;0,11;0,27;0,01188;3;30;;;UNIDADE
42MB71420000;42MB71420000CX ;MB7142-CALCULADORA COM BOBINA 14DIG.,DISPLAYFLUORESCENTE E IMP.BICOLOR DE AL;6;PC;OFFICE;0,001;12,3;0,42;0,34;0,54;0,077112;3;5;;;MASTER
42MC50000000;42MC50000000;MESA CONTROLADORA ONVIF 4D        ;1;PC;SEGURANCA;0,001;2,26;0,14;0,223;0,352;0,010989;5;20;7,89701E+12;;UNIDADE
42MC50000000;42MC50000000CX ;MESA CONTROLADORA ONVIF 4D        ;5;PC;SEGURANCA;0,001;12,5;0,23;0,37;0,71;0,060421;5;4;7,89701E+12;;MASTER
42MR61240000;42MR61240000;MR6124-CALCULADORA COM BOBINA 12DIG.  ;1;PC;OFFICE;1,267;1,029;0,33;0,23;0,095;0,007211;4;48;7,89701E+12;;UNIDADE
42MR61240000;42MR61240000CX ;MR6124-CALCULADORA COM BOBINA 12DIG.  ;6;PC;OFFICE;1,267;6,7;0,35;0,305;0,475;0,050706;4;8;7,89701E+12;;MASTER
42MR61250000;42MR61250000;MR6125-CALCULADORA COM BOBINA 12DIG.  ;1;PC;OFFICE;1,233;0,99;0,325;0,23;0,093;0,006952;4;42;7,89701E+12;;UNIDADE
42MR61250000;42MR61250000CX ;MR6125-CALCULADORA COM BOBINA 12DIG.  ;6;PC;OFFICE;1,233;6,5;0,35;0,305;0,47;0,050173;4;7;7,89701E+12;;MASTER
42MV41210000;42MV41210000;MV4121-CALCULADORA DE MESA 12DIG.,SOLAR ;1;PC;OFFICE;0,344;0,276;0,016;0,03;0,0155;0,000007;7;200;7,89701E+12;;UNIDADE
42MV41210000;42MV41210000CX ;MV4121-CALCULADORA DE MESA 12DIG.,SOLAR ;50;PC;OFFICE;0,344;17;0,18;0,34;0,805;0,049266;7;4;7,89701E+12;;MASTER
42MV41220000;42MV41220000;MV4122-CALCULADORA DE MESA 12DIG.,SOLAR-CAIXA     ;1;PC;OFFICE;0,001;0,103;0,15;0,11;0,03;0,000495;8;300;7,89701E+12;;UNIDADE
42MV41220000;42MV41220000CX ;MV4122-CALCULADORA DE MESA 12DIG.,SOLAR-CAIXA     ;60;PC;OFFICE;0,001;6,8;0,18;0,2;0,34;0,029078;8;4;7,89701E+12;;MASTER
42MV41230000;42MV41230000;MV4123-CALCULADORA DE MESA 12DIG.,SOLAR-CAIXA     ;1;PC;OFFICE;0,001;0,14;0,145;0,024;0,13;0,000452;7;250;7,89701E+12;;UNIDADE
42MV41230000;42MV41230000CX ;MV4123-CALCULADORA DE MESA 12DIG.,SOLAR-CAIXA     ;50;PC;OFFICE;0,001;7;0,165;0,29;0,67;0,03206;7;4;7,89701E+12;;MASTER
42MV41240000;42MV41240000;MV4124-CALCULADORA DE MESA 12DIG.,SOLAR-BLISTER   ;1;PC;OFFICE;0,001;0,088;0,21;0,15;0,04;0,00126;6;300;7,89701E+12;;UNIDADE
42MV41240000;42MV41240000CX ;MV4124-CALCULADORA DE MESA 12DIG.,SOLAR-BLISTER   ;60;PC;OFFICE;0,001;7,9;0,32;0,34;0,46;0,050048;4;8;7,89701E+12;;MASTER
42MV41250000;42MV41250000;MV4125-AZUL-CALCULADORA DE MESA 12DIG.,SOLARBLISTER  ;1;PC;OFFICE;0,001;0,106;0,015;0,145;0,03;0,000065;8;200;;;UNIDADE
42MV41250000;42MV41250000CX ;MV4125-AZUL-CALCULADORA DE MESA 12DIG.,SOLARBLISTER  ;60;PC;OFFICE;0,001;7,9;0,19;0,335;0,46;0,029279;8;4;;;MASTER
42MV41260000;42MV41260000;MV4126-VERDE-CALCULADORA DE MESA 12DIG.,SOLARBLISTER ;1;PC;OFFICE;0,001;0,105;0,025;0,145;0,03;0,000109;8;240;;;UNIDADE
42MV41260000;42MV41260000CX ;MV4126-VERDE-CALCULADORA DE MESA 12DIG.,SOLARBLISTER ;60;PC;OFFICE;0,001;7,9;0,18;0,33;0,47;0,027918;8;4;;;MASTER
42MV41270000;42MV41270000;MV4127-ROXA-CALCULADORA DE MESA 12DIG.,SOLARBLISTER  ;1;PC;OFFICE;0,001;0,131;0,145;0,21;0,03;0,000914;8;240;7,89701E+12;;UNIDADE
42MV41270000;42MV41270000CX ;MV4127-ROXA-CALCULADORA DE MESA 12DIG.,SOLARBLISTER  ;60;PC;OFFICE;0,001;7,9;0,315;0,35;0,47;0,051818;8;4;7,89701E+12;;MASTER
42MV41280000;42MV41280000;MV4128-LARANJA-CALCULADORA DE MESA 12DIG.,SOLARBLISTER;1;PC;OFFICE;0,001;0,12;0,145;0,02;0,2;0,00058;8;180;;;UNIDADE
42MV41280000;42MV41280000CX ;MV4128-LARANJA-CALCULADORA DE MESA 12DIG.,SOLARBLISTER;60;PC;OFFICE;0,001;7,2;0,16;0,375;0,415;0,0249;8;3;;;MASTER
42MV41300000;42MV41300000;MV-4130 CALC.MESA/VISOR/12 DIG./COR ROSA;1;PC;OFFICE;0,001;0,137;0,1;0,22;0,024;0,000528;8;200;7,89701E+12;;UNIDADE
42MV41300000;42MV41300000CX ;MV-4130 CALC.MESA/VISOR/12 DIG./COR ROSA;80;PC;OFFICE;0,001;11;0,2;0,355;0,515;0,05759;5;4;7,89701E+12;;MASTER
42MV41310000;42MV41310000;MV-4131 CALC.MESA/VISOR/8 DIG./VERMELHA ;1;PC;OFFICE;0,001;0,124;0,0217;0,0148;0,0148;0,000005;8;200;7,89701E+12;;UNIDADE
42MV41310000;42MV41310000CX ;MV-4131 CALC.MESA/VISOR/8 DIG./VERMELHA ;80;PC;OFFICE;0,001;10,8;0,31;0,35;0,5;0,05425;4;5;7,89701E+12;;MASTER
42MV41320000;42MV41320000;MV-4132 CALC.MESA/VISOR/12 DIG./BRANCA;1;PC;OFFICE;0,001;0,127;0,015;0,22;0,025;0,000083;6;200;7,89701E+12;;UNIDADE
42MV41320000;42MV41320000CX ;MV-4132 CALC.MESA/VISOR/12 DIG./BRANCA;80;PC;OFFICE;0,001;10,8;0,28;0,37;0,5;0,0518;5;4;7,89701E+12;;MASTER
42MV41330000;42MV41330000;MV-4133 PRETA-CALCULADORA DE MESA 8DIG.GRANDESSOLAR-BLISTER    ;1;PC;OFFICE;0,001;0,137;0,15;0,22;0,02;0,00066;10;160;7,89701E+12;;UNIDADE
42MV41330000;42MV41330000CX ;MV-4133 PRETA-CALCULADORA DE MESA 8DIG.GRANDESSOLAR-BLISTER    ;80;PC;OFFICE;0,001;11;0,325;0,37;0,53;0,063733;4;5;7,89701E+12;;MASTER
42MV41340000;42MV41340000;MV-4134 CAL.MESA / VISOR / 12 DIG / AZUL;1;PC;OFFICE;0,001;0,125;0,022;0,015;0,015;0,000005;8;200;7,90841E+12;;UNIDADE
42MV41340000;42MV41340000CX ;MV-4134 CAL.MESA / VISOR / 12 DIG / AZUL;80;PC;OFFICE;0,001;10,8;0,32;0,36;0,51;0,058752;4;5;7,90841E+12;;MASTER
42MV41350000;42MV41350000;MV4135 - MESA/VISOR 12 DIGITOS ROSA   ;1;PC;OFFICE;0,001;0,107;0,021;0,0145;0,0145;0,000004;8;200;7,90841E+12;;UNIDADE
42MV41350000;42MV41350000CX ;MV4135 - MESA/VISOR 12 DIGITOS ROSA   ;60;PC;OFFICE;0,001;7,9;0,15;0,335;0,47;0,023618;8;3;7,90841E+12;;MASTER
42MV41360000;42MV41360000;MV-4136 CAL.MESA / VISOR / 12 DIG / VERDE;1;PC;OFFICE;0,1;0,124;0,0217;0,0148;0,0148;0,000005;8;200;7,90841E+12;;UNIDADE
42MV41360000;42MV41360000CX ;MV-4136 CAL.MESA / VISOR /12 DIG./ VERDE;80;PC;OFFICE;0,1;10,8;0,031;0,0375;0,05;0,000058;4;5;7,90841E+12;;MASTER
42NVR162M000;42NVR162M000;NVR 16 CANAIS 1080P PARA 1HDD     ;1;PC;SEGURANCA;1,5;1,4;0,28;0,34;0,09;0,008568;5;25;7,89701E+12;;UNIDADE
42NVR162M000;42NVR162M000CX ;NVR 16 CANAIS 1080P PARA 1HDD     ;5;PC;SEGURANCA;1,5;7,5;0,3;0,365;0,5;0,05475;3;5;7,89701E+12;;MASTER
42NVR322M000;42NVR322M000;NVR 32 CANAIS 1080P PARA 2HDD     ;1;PC;SEGURANCA;3;2,76;0,36;0,36;0,15;0,01944;4;20;;;UNIDADE
42NVR322M000;42NVR322M000CX ;NVR 32 CANAIS 1080P PARA 2HDD     ;4;PC;SEGURANCA;3;12;0,39;0,39;0,62;0,094302;4;5;;;MASTER
42NVR322M000;42NVR322M000CX ;NVR 32 CANAIS 1080P PARA 2HDD     ;4;PC;SEGURANCA;3;12;0,39;0,39;0,62;0,094302;4;5;;;MASTER
42TCF2000000;42TCF2000000;TELEFONE DE MESA COM FIO COR PRETA;1;PC;TELEFONIA;0,515;0,525;0,225;0,06;0,19;0,002565;6;90;;;UNIDADE
42TCF2000000;42TCF2000000CX ;TELEFONE DE MESA COM FIO COR PRETA;20;PC;TELEFONIA;0,515;10,5;0,47;0,3;0,4;0,0564;3;9;;;MASTER
42TCF2000000;42TCF2000000CX ;TELEFONE DE MESA COM FIO COR PRETA;20;PC;TELEFONIA;0,515;10,5;0,47;0,3;0,4;0,0564;3;9;;;MASTER
42TCF2000000;42TCF2000000CX ;TELEFONE DE MESA COM FIO COR PRETA;20;PC;TELEFONIA;0,515;10,5;0,47;0,3;0,4;0,0564;3;9;;;MASTER
42TSF7000R00;42TSF7000R00CX ;RAMAL P/TEL.S/FIO,IDENT.CHAMADA,VIVA VOZ;10;PC;TELEFONIA;0,001;2;0,185;0,19;0,395;0,013884;10;10;7,89701E+12;;MASTER
42TSF7000R00;42TSF7000R00;RAMAL P/TEL.S/FIO,IDENT.CHAMADA,VIVA VOZ;1;PC;TELEFONIA;0,001;0,275;0,001;0,27;0,36;0,000097;2;8;7,89701E+12;;UNIDADE
42TSF7003000;42TSF7003000;TEL.S/FIO C/IDENTIF.,VIVA VOZ E 2 RAMAIS;1;PC;TELEFONIA;0,001;0,275;0,001;0,27;0,36;0,0039;8;80;;;UNIDADE
42TSF7003000;42TSF7003000CX ;TEL.S/FIO C/IDENTIF.,VIVA VOZ E 2 RAMAIS;6;PC;TELEFONIA;0,001;1;0,208;0,335;0,339;0,023622;8;10;;;MASTER
42TSF702SE00;42TSF702SE00;TELEF.S/FIO C/SECRET.ELET.E RAMAL-PRETO ;1;PC;TELEFONIA;0,001;0,648;0,16;0,15;0,1;0,0024;2;8;7,89701E+12;;UNIDADE
42TSF702SE00;42TSF702SE00CX ;TELEF.S/FIO C/SECRET.ELET.E RAMAL-PRETO ;6;PC;TELEFONIA;0,001;4,24;0,182;0,319;0,339;0,019682;2;8;7,89701E+12;;MASTER
42TTID125000;42TTID125000;TECLADO TOUCH CONTROLADOR DE ACESSOTECLADO TOUCH CONTROLADOR DE ACESSO      ;1;PC;SEGURANCA;0,001;0,275;0,001;0,27;0,36;0,000097;6;180;7,89701E+12;;UNIDADE
42TTID125000;42TTID125000CX ;TECLADO TOUCH CONTROLADOR DE ACESSOTECLADO TOUCH CONTROLADOR DE ACESSO      ;100;PC;SEGURANCA;0,001;0,05;0,04;0,059;0,1;0,1;6;180;7,89701E+12;;MASTER
45CL450EXCCE;45CL450EXCCE;MOTOR VENT.450MM 1F 220V EXAUSTOR ;1;PC;REFRIGERACAO;8,7;8,07;0,23;0,5;0,5;0,0575;8;4;;;UNIDADE
45CL450EXCCE;45CL450EXCCEUN ;MOTOR VENT.450MM 1F 220V EXAUSTOR ;1;PC;REFRIGERACAO;8,7;0,001;0,001;0,001;0,001;0;2;8;;;UNIDADE
45UNZN02N0NA;45UNZN02N0NA;UMIDIFICADOR DE AR ULTRASSONICO, 2 LITROS,BI-VOLT 127-220V / 60HZ - ELGIN   ;1;PC;AR CONDICIONADO;0,001;0,715;0,29;0,15;0,16;0,00696;5;48;7,89701E+12;;UNIDADE
45UNZN02N0NA;45UNZN02N0NACX ;UMIDIFICADOR DE AR ULTRASSONICO, 2 LITROS,BI-VOLT 127-220V / 60HZ - ELGIN   ;4;PC;AR CONDICIONADO;0,001;3,5;0,31;0,27;0,34;0,028458;5;12;7,89701E+12;;MASTER
45UNZN02N0NA;45UNZN02N0NACX ;UMIDIFICADOR DE AR ULTRASSONICO, 2 LITROS,BI-VOLT 127-220V / 60HZ - ELGIN   ;4;PC;AR CONDICIONADO;0,001;3,5;0,31;0,27;0,34;0,028458;5;12;7,89701E+12;;MASTER
46AADUO00001;46AADUO00001;TERMINAL AUTO ATENDIMENTO DUO ANDROID ;1;PC;AUTOMACAO;28;0,28;0,1;0,001;0,001;0,001;10;10;;;UNIDADE
46AADUO00001;7,89701E+12;Peças   ;1;PC;AUTOMACAO;28;28;0,1;0,1;0,1;0,001;10;10;;;UNIDADE
46AASK000111;46AASK000111;TERMINAL DE AUTOATENDIMENTO DE MESA MODELO SK15, COR BRANCO E PRETO DISPLAY ;1;PC;AUTOMACAO;0,6;0,001;0,67;0,33;0,4;0,08844;2;7;7,90841E+12;;UNIDADE
46AASKD00111;46AASKD00111;TERMINAL DE AUTOATENDIMENTO DE MESA MODELO SK15, COR BRANCO E PRETO DISPLAY ;1;PC;TELEFONIA;0,6;0,1;0,67;0,33;0,44;0,097284;2;7;;;UNIDADE
46AB25100020;46AB25100020;ABRAC NYLON PA66 BRANCO 2,5X100 P20ABRAGADEIRAS PLASTICAS EM NYLON PA66 BRAN;1;PC;INFORMATICA;0,001;0,029;0,02;0,1;0,02;0,0004;2;8;;;UNIDADE
46AB25100020;46AB25100020CX ;ABRAC NYLON PA66 BRANCO 2,5X100 P20ABRAGADEIRAS PLASTICAS EM NYLON PA66 BRAN;200;PC;INFORMATICA;0,001;5,8;0,265;0,21;0,35;0,019478;2;8;;;MASTER
46AB36200020;46AB36200020;ABRAC NYLON PA66 BRANCO 3.6*200 P20ABRAC NYLON PA66 BRANCO 3.6*200 P20      ;1;PC;INFORMATICA;0,001;0,019;0,001;0,08;0,02;0,000432;2;8;1,7897E+13;;UNIDADE
46AB36200020;46AB36200020CX ;ABRAC NYLON PA66 BRANCO 3.6*200 P20ABRAC NYLON PA66 BRANCO 3.6*200 P20      ;525;PC;INFORMATICA;0,001;1,9;0,19;0,26;0,35;0,01729;2;8;1,7897E+13;;MASTER
46AP36150020;46AP36150020;ABRACA NYLON PA66 PRETO UV 3.6X150 P20ABRACA NYLON PA66 PRETO UV 3.6X150 P20;1;PC;INFORMATICA;0,001;0,016;0,24;0,07;0,02;0,000336;10;3250;;;UNIDADE
46AP36150020;46AP36150020CX ;ABRACA NYLON PA66 PRETO UV 3.6X150 P20ABRACA NYLON PA66 PRETO UV 3.6X150 P20;650;PC;INFORMATICA;0,001;10,4;0,17;0,4;0,51;0,03468;10;5;;;MASTER
46AP48300020;46AP48300020;ABRACA NYLON PA66 PRETO UV 4.8X300 P10ABRACA NYLON PA66 PRETO UV 4.8X300 P10;1;PC;INFORMATICA;0,001;0,022;0,19;0,09;0,01;0,000171;8;2500;1,7897E+13;;UNIDADE
46AP48300020;46AP48300020CX ;ABRACA NYLON PA66 PRETO UV 4.8X300 P10ABRACA NYLON PA66 PRETO UV 4.8X300 P10;500;PC;INFORMATICA;0,001;11,2;0,185;0,39;0,51;0,036797;8;5;1,7897E+13;;MASTER
46AP48300100;46AP48300100;ABRACA NYLON PA66 PRETO UV 4.8X300 P100ABRACA NYLON PA66 PRETO UV 4.8X300 P1;1;PC;INFORMATICA;0,001;0,164;0,01;0,12;0,39;0,000468;9;250;7,89701E+12;;UNIDADE
46AP48300100;46AP48300100CX ;ABRACA NYLON PA66 PRETO UV 4.8X300 P100ABRACA NYLON PA66 PRETO UV 4.8X300 P1;50;PC;INFORMATICA;0,001;8,8;0,165;0,39;0,525;0,033784;9;5;7,89701E+12;;MASTER
46B103101020;46B103101020;LEITOR DE TARJA MAGNETICA MSR SB 1015 ;1;pc;AUTOMACAO;1;0,1;0,1;0,1;0,1;0,001;2;8;;;UNIDADE
46B103101030;46B103101030-UN;LEITOR DE TARJA MSR E LEITOR SB 1015  ;1;PC;AUTOMACAO;0,001;0,001;0,001;0,001;0,001;0;10;10;;;UNIDADE
46B103101030;46B103101030;LEITOR DE TARJA MSR E LEITOR SB 1015  ;1;PC;AUTOMACAO;0,001;0,275;0,001;0,27;0,36;0,000097;2;8;;;UNIDADE
46B105002170;46B105002170CX ;DISPLAY VFD SB-1015  ;20;PC;AUTOMACAO;0,001;0,1;0,1;0,1;0,1;0,001;10;100;;;MASTER
46B105002170;46B105002170;DISPLAY VFD SB-1015  ;1;PC;AUTOMACAO;0,001;0,275;0,001;0,27;0,36;0,000097;2;8;;;UNIDADE
46B105002170;46B105002170;DISPLAY VFD SB-1015  ;1;PC;AUTOMACAO;0,001;0,275;0,001;0,27;0,36;0,000097;2;8;;;UNIDADE
46B134100110;7,90841E+12;Peças   ;1;PC;AUTOMACAO;1;1;0;0;0;0;6;10;7,90841E+12;;UNIDADE
46B134100110;46B134100110;MONITOR LM 8;1;PC;AUTOMACAO;1;1,136;0,17;0,24;0,26;0,010608;6;10;7,90841E+12;;UNIDADE
